"","states","year","disease","datatype","deathpop","class","population","ratio"
"47","Arizona",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",2505,"Male",6408208,0.000390904914447221
"48","Arizona",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",1250,"Female",6408208,0.000195062332558494
"49","Arizona",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",2138,"Overall",6408208,0.000333634613608048
"50","Arizona",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",888,"Male",6408208,0.000138572281049554
"51","Arizona",2010,"Mortality from diseases of the heart","Nmbr",9954,"Overall",6408208,0.0015533203666298
"52","Arizona",2010,"Mortality from diseases of the heart","Nmbr",4452,"Female",6408208,0.000694734003640331
"53","Arizona",2010,"Mortality from diseases of the heart","Nmbr",5502,"Male",6408208,0.000858586362989466
"54","Arizona",2010,"Mortality from total cardiovascular disease","Nmbr",6927,"Male",6408208,0.00108095742210615
"55","Arkansas",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",1381,"Female",2922394,0.000472557772839665
"56","Arkansas",2010,"Mortality from heart failure","Nmbr",2078,"Female",2922394,0.000711060863114282
"57","Arkansas",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",1741,"Overall",2922394,0.000595744447873901
"58","Arkansas",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",1039,"Female",2922394,0.000355530431557141
"59","Arkansas",2010,"Mortality from coronary heart disease","Nmbr",2628,"Male",2922394,0.00089926272774992
"60","Arkansas",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",1632,"Male",2922394,0.000558446260155202
"61","Arkansas",2010,"Mortality from heart failure","Nmbr",1721,"Male",2922394,0.000588900743705332
"62","Arkansas",2010,"Mortality from total cardiovascular disease","Nmbr",4790,"Male",2922394,0.00163906714837219
"63","Arkansas",2010,"Mortality from total cardiovascular disease","Nmbr",9586,"Overall",2922394,0.00328018740799495
"64","Arkansas",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",3013,"Overall",2922394,0.00103100403299487
"65","Arkansas",2010,"Mortality from diseases of the heart","Nmbr",3826,"Male",2922394,0.00130920060744718
"66","Arkansas",2010,"Mortality from coronary heart disease","Nmbr",2097,"Female",2922394,0.000717562382074423
"67","Arkansas",2010,"Mortality from diseases of the heart","Nmbr",3448,"Female",2922394,0.00117985459866123
"68","Arkansas",2010,"Mortality from total cardiovascular disease","Nmbr",4796,"Female",2922394,0.00164112025962276
"69","Arkansas",2010,"Mortality from heart failure","Nmbr",3799,"Overall",2922394,0.00129996160681961
"70","Arkansas",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",702,"Male",2922394,0.000240214016316759
"71","Arkansas",2010,"Mortality from diseases of the heart","Nmbr",7274,"Overall",2922394,0.00248905520610842
"72","Arkansas",2010,"Mortality from coronary heart disease","Nmbr",4725,"Overall",2922394,0.00161682510982434
"73","California",2010,"Mortality from coronary heart disease","Nmbr",39663,"Overall",37334079,0.00106238056655958
"74","California",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",12502,"Female",37334079,0.000334868311603455
"75","California",2010,"Mortality from total cardiovascular disease","Nmbr",78960,"Overall",37334079,0.0021149577574955
"76","California",2010,"Mortality from coronary heart disease","Nmbr",18050,"Female",37334079,0.000483472486357572
"77","California",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",12906,"Male",37334079,0.000345689524040489
"78","California",2010,"Mortality from diseases of the heart","Nmbr",30485,"Male",37334079,0.000816546190947954
"79","California",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",5772,"Male",37334079,0.000154604054917225
"80","California",2010,"Mortality from diseases of the heart","Nmbr",58641,"Overall",37334079,0.00157070969930717
"81","California",2010,"Mortality from heart failure","Nmbr",29066,"Overall",37334079,0.000778538021521838
"82","California",2010,"Mortality from diseases of the heart","Nmbr",28156,"Female",37334079,0.000754163508359213
"83","California",2010,"Mortality from coronary heart disease","Nmbr",21613,"Male",37334079,0.000578908080202005
"84","California",2010,"Mortality from heart failure","Nmbr",15180,"Female",37334079,0.000406599021767753
"85","California",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",13662,"Overall",37334079,0.000365939119590977
"86","California",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",25408,"Overall",37334079,0.000680557835643943
"87","California",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",7890,"Female",37334079,0.000211335064673753
"88","California",2010,"Mortality from total cardiovascular disease","Nmbr",39223,"Male",37334079,0.00105059508766776
"89","California",2010,"Mortality from total cardiovascular disease","Nmbr",39737,"Female",37334079,0.00106436266982775
"90","California",2010,"Mortality from heart failure","Nmbr",13886,"Male",37334079,0.000371938999754085
"91","Colorado",2010,"Mortality from diseases of the heart","Nmbr",2865,"Female",5048254,0.000567522949518784
"92","Colorado",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",1940,"Male",5048254,0.000384291281698583
"93","Colorado",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",1009,"Female",5048254,0.00019987108414117
"94","Colorado",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",598,"Male",5048254,0.000118456797142141
"95","Colorado",2010,"Mortality from coronary heart disease","Nmbr",2116,"Male",5048254,0.000419154820656805
"96","Colorado",2010,"Mortality from diseases of the heart","Nmbr",3173,"Male",5048254,0.000628534142695673
"97","Colorado",2010,"Mortality from heart failure","Nmbr",1848,"Female",5048254,0.000366067159061331
"98","Colorado",2010,"Mortality from total cardiovascular disease","Nmbr",4112,"Male",5048254,0.000814539046569368
"99","Colorado",2010,"Mortality from total cardiovascular disease","Nmbr",4240,"Female",5048254,0.000839894347629893
"100","Colorado",2010,"Mortality from diseases of the heart","Nmbr",6038,"Overall",5048254,0.00119605709221446
"101","Colorado",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",1607,"Overall",5048254,0.000318327881283311
"102","Colorado",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",3780,"Overall",5048254,0.000748773734443631
"103","Colorado",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",1840,"Female",5048254,0.000364482452745048
"104","Colorado",2010,"Mortality from heart failure","Nmbr",1543,"Male",5048254,0.000305650230753048
"105","Colorado",2010,"Mortality from coronary heart disease","Nmbr",3587,"Overall",5048254,0.000710542694563308
"106","Colorado",2010,"Mortality from heart failure","Nmbr",3391,"Overall",5048254,0.000671717389814379
"107","Colorado",2010,"Mortality from total cardiovascular disease","Nmbr",8352,"Overall",5048254,0.00165443339419926
"108","Colorado",2010,"Mortality from coronary heart disease","Nmbr",1471,"Female",5048254,0.000291387873906503
"109","Connecticut",2010,"Mortality from diseases of the heart","Nmbr",7127,"Overall",3579717,0.0019909395072292
"110","Connecticut",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",1349,"Overall",3579717,0.00037684543219478
"111","Connecticut",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",1382,"Female",3579717,0.000386064038023117
"112","Connecticut",2010,"Mortality from total cardiovascular disease","Nmbr",9141,"Overall",3579717,0.00255355381444958
"113","Connecticut",2010,"Mortality from coronary heart disease","Nmbr",4076,"Overall",3579717,0.00113863749564561
"114","Connecticut",2010,"Mortality from heart failure","Nmbr",1935,"Female",3579717,0.000540545523570718
"115","Connecticut",2010,"Mortality from diseases of the heart","Nmbr",3696,"Female",3579717,0.00103248385277384
"116","Connecticut",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",864,"Female",3579717,0.00024135986168739
"117","Connecticut",2010,"Mortality from total cardiovascular disease","Nmbr",4950,"Female",3579717,0.00138279087425067
"118","Connecticut",2010,"Mortality from coronary heart disease","Nmbr",2091,"Male",3579717,0.000584124387486497
"119","Connecticut",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",2613,"Overall",3579717,0.000729945970589295
"120","Connecticut",2010,"Mortality from total cardiovascular disease","Nmbr",4191,"Male",3579717,0.0011707629401989
"121","Connecticut",2010,"Mortality from diseases of the heart","Nmbr",3431,"Male",3579717,0.000958455654455366
"122","Connecticut",2010,"Mortality from heart failure","Nmbr",3448,"Overall",3579717,0.000963204633215419
"123","Connecticut",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",1231,"Male",3579717,0.000343881932566178
"124","Connecticut",2010,"Mortality from heart failure","Nmbr",1513,"Male",3579717,0.000422659109644701
"125","Connecticut",2010,"Mortality from coronary heart disease","Nmbr",1985,"Female",3579717,0.000554513108159109
"126","Connecticut",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",485,"Male",3579717,0.000135485570507389
"127","Delaware",2010,"Mortality from coronary heart disease","Nmbr",530,"Female",899791,0.000589025673739791
"128","Delaware",2010,"Mortality from heart failure","Nmbr",334,"Male",899791,0.000371197311375642
"129","Delaware",2010,"Mortality from coronary heart disease","Nmbr",1139,"Overall",899791,0.00126584951394268
"130","Delaware",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",416,"Male",899791,0.000462329585425949
"131","Delaware",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",407,"Overall",899791,0.00045232726266433
"132","Delaware",2010,"Mortality from total cardiovascular disease","Nmbr",2343,"Overall",899791,0.00260393802560817
"133","Delaware",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",231,"Female",899791,0.00025672628421489
"134","Delaware",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",441,"Female",899791,0.000490113815319335
"135","Delaware",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",857,"Overall",899791,0.000952443400745284
"136","Delaware",2010,"Mortality from diseases of the heart","Nmbr",921,"Male",899791,0.00102357102927235
"137","Delaware",2010,"Mortality from heart failure","Nmbr",387,"Female",899791,0.000430099878749621
"138","Delaware",2010,"Mortality from diseases of the heart","Nmbr",1776,"Overall",899791,0.00197379169162617
"139","Delaware",2010,"Mortality from heart failure","Nmbr",721,"Overall",899791,0.000801297190125262
"140","Delaware",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",176,"Male",899791,0.00019560097844944
"141","Delaware",2010,"Mortality from total cardiovascular disease","Nmbr",1170,"Male",899791,0.00130030195901048
"142","Delaware",2010,"Mortality from coronary heart disease","Nmbr",609,"Male",899791,0.000676823840202892
"143","Delaware",2010,"Mortality from total cardiovascular disease","Nmbr",1173,"Female",899791,0.00130363606659769
"144","Delaware",2010,"Mortality from diseases of the heart","Nmbr",855,"Female",899791,0.000950220662353813
"145","District of Columbia",2010,"Mortality from diseases of the heart","Nmbr",634,"Male",605126,0.00104771568235376
"146","District of Columbia",2010,"Mortality from heart failure","Nmbr",186,"Female",605126,0.000307374001447632
"147","District of Columbia",2010,"Mortality from coronary heart disease","Nmbr",460,"Male",605126,0.000760172261644682
"148","District of Columbia",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",155,"Female",605126,0.00025614500120636
"149","District of Columbia",2010,"Mortality from heart failure","Nmbr",313,"Overall",605126,0.00051724764759736
"150","District of Columbia",2010,"Mortality from heart failure","Nmbr",127,"Male",605126,0.000209873646149727
"151","District of Columbia",2010,"Mortality from coronary heart disease","Nmbr",453,"Female",605126,0.000748604422880524
"152","District of Columbia",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",297,"Overall",605126,0.000490806873279284
"153","District of Columbia",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",123,"Female",605126,0.000203263452570209
"154","District of Columbia",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",73,"Male",605126,0.000120636032826221
"155","District of Columbia",2010,"Mortality from total cardiovascular disease","Nmbr",744,"Male",605126,0.00122949600579053
"156","District of Columbia",2010,"Mortality from diseases of the heart","Nmbr",672,"Female",605126,0.00111051252135919
"157","District of Columbia",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",196,"Overall",605126,0.00032389948539643
"158","District of Columbia",2010,"Mortality from coronary heart disease","Nmbr",913,"Overall",605126,0.00150877668452521
"159","District of Columbia",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",142,"Male",605126,0.000234661872072924
"160","District of Columbia",2010,"Mortality from diseases of the heart","Nmbr",1306,"Overall",605126,0.00215822820371295
"161","District of Columbia",2010,"Mortality from total cardiovascular disease","Nmbr",1600,"Overall",605126,0.00264407743180759
"162","District of Columbia",2010,"Mortality from total cardiovascular disease","Nmbr",856,"Female",605126,0.00141458142601706
"163","Florida",2010,"Mortality from coronary heart disease","Nmbr",28734,"Overall",18849890,0.00152435902808982
"164","Florida",2010,"Mortality from total cardiovascular disease","Nmbr",28180,"Male",18849890,0.00149496893615825
"165","Florida",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",4875,"Female",18849890,0.000258622198856333
"166","Florida",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",3557,"Male",18849890,0.000188701366427072
"167","Florida",2010,"Mortality from heart failure","Nmbr",7174,"Female",18849890,0.000380585775301607
"168","Florida",2010,"Mortality from heart failure","Nmbr",14460,"Overall",18849890,0.000767113229838477
"169","Florida",2010,"Mortality from coronary heart disease","Nmbr",16055,"Male",18849890,0.000851729108233523
"170","Florida",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",18435,"Overall",18849890,0.000977989791982871
"171","Florida",2010,"Mortality from total cardiovascular disease","Nmbr",26052,"Female",18849890,0.00138207703068824
"172","Florida",2010,"Mortality from diseases of the heart","Nmbr",19111,"Female",18849890,0.00101385207022428
"173","Florida",2010,"Mortality from total cardiovascular disease","Nmbr",54232,"Overall",18849890,0.00287704596684649
"174","Florida",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",9515,"Male",18849890,0.000504777481460104
"175","Florida",2010,"Mortality from diseases of the heart","Nmbr",22626,"Male",18849890,0.00120032530693813
"176","Florida",2010,"Mortality from heart failure","Nmbr",6976,"Male",18849890,0.00037008173522498
"177","Florida",2010,"Mortality from heart failure","Nmbr",14150,"Overall",18849890,0.000750667510526587
"178","Florida",2010,"Mortality from coronary heart disease","Nmbr",12679,"Female",18849890,0.000672629919856296
"179","Florida",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",8920,"Female",18849890,0.000473212310522767
"180","Florida",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",8432,"Overall",18849890,0.000447323565283405
"181","Florida",2010,"Mortality from diseases of the heart","Nmbr",41737,"Overall",18849890,0.00221417737716241
"182","Georgia",2010,"Mortality from total cardiovascular disease","Nmbr",10743,"Male",9713454,0.00110599175123494
"183","Georgia",2010,"Mortality from diseases of the heart","Nmbr",8361,"Male",9713454,0.000860764873133697
"184","Georgia",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",2214,"Female",9713454,0.000227931279645737
"185","Georgia",2010,"Mortality from total cardiovascular disease","Nmbr",21607,"Overall",9713454,0.00222444045135747
"186","Georgia",2010,"Mortality from diseases of the heart","Nmbr",15987,"Overall",9713454,0.00164586150302457
"187","Georgia",2010,"Mortality from diseases of the heart","Nmbr",7626,"Female",9713454,0.000785096629890871
"188","Georgia",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",3762,"Overall",9713454,0.000387297865414301
"189","Georgia",2010,"Mortality from coronary heart disease","Nmbr",3232,"Female",9713454,0.000332734370286821
"190","Georgia",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",6307,"Overall",9713454,0.000649305592017011
"191","Georgia",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",3084,"Female",9713454,0.000317497771647449
"192","Georgia",2010,"Mortality from heart failure","Nmbr",3208,"Male",9713454,0.000330263570507463
"193","Georgia",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",1548,"Male",9713454,0.000159366585768564
"194","Georgia",2010,"Mortality from total cardiovascular disease","Nmbr",10864,"Female",9713454,0.00111844870012253
"195","Georgia",2010,"Mortality from heart failure","Nmbr",3811,"Female",9713454,0.000392342414963822
"196","Georgia",2010,"Mortality from heart failure","Nmbr",7019,"Overall",9713454,0.000722605985471285
"197","Georgia",2010,"Mortality from coronary heart disease","Nmbr",4275,"Male",9713454,0.000440111210698069
"198","Georgia",2010,"Mortality from coronary heart disease","Nmbr",7507,"Overall",9713454,0.00077284558098489
"199","Georgia",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",3223,"Male",9713454,0.000331807820369562
"200","Hawaii",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",322,"Female",1363980,0.000236073842724967
"201","Hawaii",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",568,"Overall",1363980,0.000416428393378202
"202","Hawaii",2010,"Mortality from coronary heart disease","Nmbr",412,"Female",1363980,0.000302057214915175
"203","Hawaii",2010,"Mortality from coronary heart disease","Nmbr",760,"Male",1363980,0.000557192920717313
"204","Hawaii",2010,"Mortality from total cardiovascular disease","Nmbr",1351,"Female",1363980,0.000990483731433012
"205","Hawaii",2010,"Mortality from total cardiovascular disease","Nmbr",1727,"Male",1363980,0.0012661475974721
"206","Hawaii",2010,"Mortality from diseases of the heart","Nmbr",1316,"Male",1363980,0.00096482353113682
"207","Hawaii",2010,"Mortality from total cardiovascular disease","Nmbr",3078,"Overall",1363980,0.00225663132890512
"208","Hawaii",2010,"Mortality from heart failure","Nmbr",423,"Female",1363980,0.000310121849293978
"209","Hawaii",2010,"Mortality from heart failure","Nmbr",888,"Overall",1363980,0.000651035938943386
"210","Hawaii",2010,"Mortality from heart failure","Nmbr",465,"Male",1363980,0.000340914089649408
"211","Hawaii",2010,"Mortality from coronary heart disease","Nmbr",1172,"Overall",1363980,0.000859250135632487
"212","Hawaii",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",218,"Female",1363980,0.000159826390416282
"213","Hawaii",2010,"Mortality from diseases of the heart","Nmbr",2239,"Overall",1363980,0.0016415196703764
"214","Hawaii",2010,"Mortality from diseases of the heart","Nmbr",923,"Female",1363980,0.000676696139239578
"215","Hawaii",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",283,"Male",1363980,0.00020748104810921
"216","Hawaii",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",350,"Male",1363980,0.00025660200296192
"217","Hawaii",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",605,"Overall",1363980,0.000443554890834176
"218","Idaho",2010,"Mortality from heart failure","Nmbr",768,"Female",1570986,0.000488864954875473
"219","Idaho",2010,"Mortality from total cardiovascular disease","Nmbr",1662,"Female",1570986,0.0010579343164102
"220","Idaho",2010,"Mortality from diseases of the heart","Nmbr",1130,"Female",1570986,0.000719293488293339
"221","Idaho",2010,"Mortality from diseases of the heart","Nmbr",1365,"Male",1570986,0.000868881072141954
"222","Idaho",2010,"Mortality from heart failure","Nmbr",1444,"Overall",1570986,0.000919167962031488
"223","Idaho",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",1322,"Overall",1570986,0.000841509727012208
"224","Idaho",2010,"Mortality from total cardiovascular disease","Nmbr",3397,"Overall",1570986,0.00216233626524998
"225","Idaho",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",388,"Female",1570986,0.000246978649077713
"226","Idaho",2010,"Mortality from coronary heart disease","Nmbr",1491,"Overall",1570986,0.000949085478801211
"227","Idaho",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",611,"Female",1570986,0.000388927718006399
"228","Idaho",2010,"Mortality from heart failure","Nmbr",676,"Male",1570986,0.000430303007156015
"229","Idaho",2010,"Mortality from coronary heart disease","Nmbr",578,"Female",1570986,0.000367921801976593
"230","Idaho",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",254,"Male",1570986,0.000161681899138503
"231","Idaho",2010,"Mortality from total cardiovascular disease","Nmbr",1735,"Male",1570986,0.00110440194883977
"232","Idaho",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",642,"Overall",1570986,0.000408660548216216
"233","Idaho",2010,"Mortality from coronary heart disease","Nmbr",913,"Male",1570986,0.000581163676824618
"234","Idaho",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",711,"Male",1570986,0.000452582009005809
"235","Idaho",2010,"Mortality from diseases of the heart","Nmbr",2495,"Overall",1570986,0.00158817456043529
"236","Illinois",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",3230,"Female",12841249,0.000251533164725643
"237","Illinois",2010,"Mortality from coronary heart disease","Nmbr",6999,"Female",12841249,0.000545040439602098
"238","Illinois",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",2119,"Male",12841249,0.000165015100945399
"239","Illinois",2010,"Mortality from cerebrovascular disease (stroke)","Nmbr",5349,"Overall",12841249,0.000416548265671042
"240","Illinois",2010,"Mortality from total cardiovascular disease","Nmbr",32443,"Overall",12841249,0.00252646763566379
"241","Illinois",2010,"Mortality from total cardiovascular disease","Nmbr",16615,"Female",12841249,0.00129387725446333
"242","Illinois",2010,"Mortality from total cardiovascular disease","Nmbr",15828,"Male",12841249,0.00123259038120046
"243","Illinois",2010,"Mortality from heart failure","Nmbr",4973,"Male",12841249,0.000387267624823722
"244","Illinois",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",4837,"Female",12841249,0.000376676754730011
"245","Illinois",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",4654,"Male",12841249,0.000362425804530385
"246","Illinois",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years","Nmbr",9491,"Overall",12841249,0.000739102559260396
