"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"78703" 2013 2013 "New Jersey" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "29.9"
"78737" 2013 2013 "New Mexico" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "33.9"
"78771" 2013 2013 "Nevada" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "42.2"
"78805" 2013 2013 "New York" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "34.4"
"78840" 2013 2013 "Ohio" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "40.3"
"78900" 2013 2013 "Oregon" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "37.4"
"78934" 2013 2013 "Pennsylvania" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "45.1"
"78968" 2013 2013 "Puerto Rico" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "8.2"
"79002" 2013 2013 "Rhode Island" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "38.8"
"79037" 2013 2013 "South Carolina" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "38.6"
"79071" 2013 2013 "South Dakota" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "31.3"
"79104" 2013 2013 "Tennessee" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "49.6"
"79138" 2013 2013 "Texas" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "36.2"
"79163" 2013 2013 "United States" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "37.8"
"79186" 2013 2013 "Utah" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "28.9"
"79221" 2013 2013 "Virginia" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "40.6"
"79288" 2013 2013 "Vermont" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "31.9"
"79322" 2013 2013 "Washington" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "37.9"
"79356" 2013 2013 "Wisconsin" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "38.9"
"79390" 2013 2013 "West Virginia" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "45.9"
"79425" 2013 2013 "Wyoming" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "35.3"
