"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"80516" 2013 2013 "New Hampshire" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "32"
"80549" 2013 2013 "New Jersey" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "28.2"
"80582" 2013 2013 "New Mexico" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.5"
"80616" 2013 2013 "Nevada" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "40.8"
"80651" 2013 2013 "New York" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33.1"
"80685" 2013 2013 "Ohio" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "38"
"80719" 2013 2013 "Oklahoma" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "44.6"
"80754" 2013 2013 "Oregon" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "32.2"
"80787" 2013 2013 "Pennsylvania" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39.3"
"80819" 2013 2013 "Puerto Rico" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "9.1"
"80852" 2013 2013 "Rhode Island" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "29"
"80886" 2013 2013 "South Carolina" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.9"
"80922" 2013 2013 "South Dakota" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "27.8"
"80954" 2013 2013 "Tennessee" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "44"
"80988" 2013 2013 "Texas" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "32.9"
"81012" 2013 2013 "United States" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33.2"
"81036" 2013 2013 "Utah" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "26.4"
"81070" 2013 2013 "Virginia" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "35.5"
"81138" 2013 2013 "Vermont" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.4"
"81172" 2013 2013 "Washington" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.6"
"81206" 2013 2013 "Wisconsin" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "36.9"
"81241" 2013 2013 "West Virginia" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39.9"
"81276" 2013 2013 "Wyoming" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "32.1"
