"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"76932" 2014 2014 "New York" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.9"
"76966" 2014 2014 "Ohio" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "11.6"
"77000" 2014 2014 "Oklahoma" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "13"
"77015" 2014 2014 "Oregon" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.3"
"77068" 2014 2014 "Pennsylvania" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.1"
"77102" 2014 2014 "Puerto Rico" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "5"
"77137" 2014 2014 "Rhode Island" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.7"
"77170" 2014 2014 "South Carolina" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "11"
"77204" 2014 2014 "South Dakota" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.1"
"77238" 2014 2014 "Tennessee" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "15.3"
"77273" 2014 2014 "Texas" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.4"
"77307" 2014 2014 "United States" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.3"
"77321" 2014 2014 "Utah" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "5.9"
"77355" 2014 2014 "Virginia" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.8"
"77422" 2014 2014 "Vermont" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.8"
"77456" 2014 2014 "Washington" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.4"
"77490" 2014 2014 "Wisconsin" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8"
"77524" 2014 2014 "West Virginia" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "18.4"
"77559" 2014 2014 "Wyoming" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.3"
