"YearStart" "YearEnd" "Question" "DataValue"
"80228" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.8"
"80261" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33"
"80294" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "37.6"
"80328" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "40.5"
"80362" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.3"
"80396" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "38.8"
"80431" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "30.8"
"80466" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "35.5"
"80500" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "24.6"
"80535" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "25.8"
"80567" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "30"
"80600" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "32"
"80635" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "30.5"
"80669" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "37.9"
"80703" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.7"
"80737" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "32.1"
"80772" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "41.7"
"80805" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "12.2"
"80836" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "29.3"
"80870" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.4"
"80905" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "41"
"80938" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "45.7"
"80972" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "26.3"
"81006" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.3"
"81020" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "21.4"
"81054" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "37.9"
"81122" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "24.8"
"81156" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "35.5"
"81190" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34"
"81224" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "41.9"
"81260" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "30.1"
