"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"70424" 2010 2010 "Michigan" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "9896"
"70542" 2010 2010 "Minnesota" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3996"
"70665" 2010 2010 "Missouri" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6403"
"70782" 2010 2010 "Mississippi" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "2973"
"70903" 2010 2010 "Montana" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1092"
"71023" 2010 2010 "North Carolina" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "8780"
"71145" 2010 2010 "North Dakota" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "788"
"71266" 2010 2010 "Nebraska" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1927"
"71388" 2010 2010 "New Hampshire" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1220"
"71513" 2010 2010 "New Jersey" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6241"
"71626" 2010 2010 "New Mexico" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1833"
"71749" 2010 2010 "Nevada" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1808"
"71873" 2010 2010 "New York" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "13024"
"71992" 2010 2010 "Ohio" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "13893"
"72105" 2010 2010 "Oklahoma" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4922"
"72229" 2010 2010 "Oregon" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3887"
"72351" 2010 2010 "Pennsylvania" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "12258"
"72463" 2010 2010 "Rhode Island" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1152"
"72587" 2010 2010 "South Carolina" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4254"
"72712" 2010 2010 "South Dakota" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "883"
"72824" 2010 2010 "Tennessee" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "7176"
"72947" 2010 2010 "Texas" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "17536"
"73064" 2010 2010 "United States" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "259733"
"73085" 2010 2010 "Utah" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1041"
"73204" 2010 2010 "Virginia" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "5223"
"73318" 2010 2010 "Vermont" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "780"
"73447" 2010 2010 "Washington" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "5745"
"73566" 2010 2010 "Wisconsin" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4698"
"73681" 2010 2010 "West Virginia" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3036"
"73805" 2010 2010 "Wyoming" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "564"
